Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000550
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Pressure [hPa];Batt Voltage [V];Logger Status
$;00:05:43;06:50:04;16.09.2020;Y;09;51 45.95597 N;014 19.37869 E;0.037;0.0;;69.5;25.500;21.500;56.404;1010.309;9.0;66673
$;00:05:45;06:50:06;16.09.2020;Y;10;51 45.95602 N;014 19.37852 E;0.090;0.1;;70.0;25.375;21.625;56.381;1010.390;9.0;66673
$;00:05:47;06:50:08;16.09.2020;Y;09;51 45.95609 N;014 19.37872 E;0.150;0.2;;70.9;25.250;21.750;56.381;1010.390;9.0;66673
$;00:05:49;06:50:10;16.09.2020;Y;09;51 45.95616 N;014 19.37874 E;0.316;0.5;;71.4;25.375;21.750;56.236;1010.229;9.0;66673
$;00:05:51;06:50:12;16.09.2020;Y;09;51 45.95605 N;014 19.37874 E;0.150;0.2;;72.2;25.500;21.500;56.229;1010.469;9.0;66673
$;00:05:53;06:50:14;16.09.2020;Y;09;51 45.95588 N;014 19.37893 E;0.047;0.0;;72.2;25.250;21.500;56.259;1010.229;9.0;66673
$;00:05:55;06:50:16;16.09.2020;Y;09;51 45.95592 N;014 19.37896 E;0.894;1.6;;72.4;25.375;21.625;56.221;1010.409;9.0;66673
$;00:05:57;06:50:18;16.09.2020;Y;09;51 45.95601 N;014 19.37888 E;0.191;0.3;;72.3;25.375;21.750;56.0;1010.289;9.0;66673
$;00:05:59;06:50:20;16.09.2020;Y;10;51 45.95592 N;014 19.37869 E;0.181;0.3;;72.6;25.500;21.625;56.175;1010.340;9.0;66673
$;00:06:01;06:50:22;16.09.2020;Y;10;51 45.95587 N;014 19.37887 E;0.138;0.2;;71.7;25.625;21.750;56.282;1010.429;9.0;66673
$;00:06:03;06:50:24;16.09.2020;Y;10;51 45.95585 N;014 19.37878 E;0.130;0.2;;71.4;25.375;21.500;56.305;1010.409;9.0;66673
$;00:06:05;06:50:26;16.09.2020;Y;10;51 45.95569 N;014 19.37886 E;0.029;0.0;;72.1;25.625;21.750;56.328;1010.469;9.0;66673
$;00:06:07;06:50:28;16.09.2020;Y;10;51 45.95563 N;014 19.37884 E;0.016;0.0;;72.1;25.625;21.500;56.328;1010.299;9.0;66673
$;00:06:09;06:50:30;16.09.2020;Y;10;51 45.95564 N;014 19.37896 E;0.349;0.6;;72.2;25.375;21.750;56.343;1010.390;9.0;66673
$;00:06:11;06:50:32;16.09.2020;Y;10;51 45.95567 N;014 19.37894 E;0.375;0.6;;72.7;25.500;21.750;56.343;1010.280;9.0;66673
$;00:06:13;06:50:34;16.09.2020;Y;10;51 45.95573 N;014 19.37901 E;0.196;0.3;;72.7;25.375;21.750;56.335;1010.320;9.0;66673
$;00:06:15;06:50:36;16.09.2020;Y;10;51 45.95589 N;014 19.37927 E;0.179;0.3;;72.7;25.375;21.625;56.282;1010.469;9.0;66673
$;00:06:17;06:50:38;16.09.2020;Y;10;51 45.95587 N;014 19.37945 E;0.070;0.1;;72.9;25.500;21.750;56.236;1010.400;9.0;66673
$;00:06:19;06:50:40;16.09.2020;Y;10;51 45.95600 N;014 19.37985 E;0.354;0.6;;72.9;25.750;21.750;56.320;1010.349;9.0;66673
$;00:06:21;06:50:42;16.09.2020;Y;10;51 45.95602 N;014 19.37980 E;0.422;0.7;;73.2;25.625;21.625;56.351;1010.280;9.0;66673
$;00:06:23;06:50:44;16.09.2020;Y;10;51 45.95605 N;014 19.37995 E;0.146;0.2;;74.5;25.500;21.500;56.397;1010.280;9.0;66673
$;00:06:25;06:50:46;16.09.2020;Y;10;51 45.95599 N;014 19.37985 E;0.202;0.3;;75.5;25.625;21.750;56.221;1010.409;9.0;66673
$;00:06:27;06:50:48;16.09.2020;Y;10;51 45.95607 N;014 19.38023 E;0.036;0.0;;76.1;25.625;21.750;56.221;1010.309;9.0;66673
$;00:06:29;06:50:50;16.09.2020;Y;10;51 45.95575 N;014 19.38002 E;0.200;0.3;;78.3;25.625;21.500;56.236;1010.260;9.0;66673
$;00:06:31;06:50:52;16.09.2020;Y;10;51 45.95546 N;014 19.38016 E;0.022;0.0;;79.3;25.750;21.625;56.244;1010.210;9.0;66673
$;00:06:33;06:50:54;16.09.2020;Y;10;51 45.95486 N;014 19.37990 E;0.455;0.8;;79.8;25.625;21.750;56.374;1010.349;9.0;66673
$;00:06:35;06:50:56;16.09.2020;Y;10;51 45.95458 N;014 19.37973 E;0.124;0.2;;81.1;25.625;21.750;56.526;1010.369;9.0;66673
$;00:06:37;06:50:58;16.09.2020;Y;10;51 45.95427 N;014 19.37975 E;0.099;0.1;;82.7;25.750;21.750;57.358;1010.440;9.0;66673
$;00:06:39;06:51:00;16.09.2020;Y;09;51 45.95411 N;014 19.37991 E;0.138;0.2;;82.4;25.625;21.875;57.617;1010.349;9.0;66673
$;00:06:41;06:51:02;16.09.2020;Y;09;51 45.95410 N;014 19.38011 E;0.240;0.4;;81.8;25.750;21.750;57.251;1010.330;9.0;66673
$;00:06:43;06:51:04;16.09.2020;Y;09;51 45.95438 N;014 19.38036 E;0.178;0.3;;81.2;25.625;21.750;57.60;1010.340;9.0;66673
$;00:06:45;06:51:06;16.09.2020;Y;09;51 45.95361 N;014 19.37919 E;4.466;8.2;;81.6;25.625;21.750;56.870;1010.250;9.0;66673
$;00:06:47;06:51:08;16.09.2020;Y;09;51 45.95410 N;014 19.37880 E;0.085;0.1;;82.5;25.750;21.625;56.618;1010.229;9.0;66673
$;00:06:49;06:51:10;16.09.2020;Y;09;51 45.95381 N;014 19.37826 E;0.767;1.4;;81.7;25.875;21.625;56.519;1010.340;9.0;66673
$;00:06:51;06:51:12;16.09.2020;Y;09;51 45.95358 N;014 19.37775 E;1.200;2.2;;83.9;25.500;21.625;56.892;1010.340;9.0;66673
$;00:06:53;06:51:14;16.09.2020;Y;09;51 45.95401 N;014 19.37619 E;0.245;0.4;;83.3;25.750;21.750;56.847;1010.469;9.0;66673
$;00:06:55;06:51:16;16.09.2020;Y;09;51 45.95468 N;014 19.37587 E;0.400;0.7;;84.2;25.625;21.750;56.763;1010.369;9.0;66673
$;00:06:57;06:51:18;16.09.2020;Y;09;51 45.95486 N;014 19.37604 E;0.191;0.3;;84.7;25.750;21.625;56.664;1010.380;9.0;66673
$;00:06:59;06:51:20;16.09.2020;Y;09;51 45.95456 N;014 19.37670 E;0.544;1.0;;84.8;25.500;21.750;56.526;1010.260;9.0;66673
$;00:07:01;06:51:22;16.09.2020;Y;09;51 45.95427 N;014 19.37688 E;0.156;0.2;;84.0;25.625;21.750;56.541;1010.260;9.0;66673
$;00:07:03;06:51:24;16.09.2020;Y;09;51 45.95434 N;014 19.37708 E;0.380;0.7;;83.2;25.875;21.750;56.419;1010.359;9.0;66673
$;00:07:05;06:51:26;16.09.2020;Y;09;51 45.95399 N;014 19.37810 E;0.052;0.0;;82.1;25.875;21.625;56.435;1010.340;9.0;66673
$;00:07:07;06:51:28;16.09.2020;Y;09;51 45.95392 N;014 19.37853 E;0.064;0.1;;82.2;25.750;21.750;56.458;1010.330;9.0;66673
$;00:07:09;06:51:30;16.09.2020;Y;09;51 45.95380 N;014 19.37885 E;0.524;0.9;;82.1;26.0;21.750;56.442;1010.250;9.0;66673
$;00:07:11;06:51:32;16.09.2020;Y;09;51 45.95359 N;014 19.37892 E;0.102;0.1;;82.3;25.750;21.750;56.427;1010.320;9.0;66673
$;00:07:13;06:51:34;16.09.2020;Y;09;51 45.95334 N;014 19.37881 E;0.337;0.6;;83.1;25.875;21.875;56.206;1010.409;9.0;66673
$;00:07:15;06:51:36;16.09.2020;Y;09;51 45.95302 N;014 19.37867 E;0.529;0.9;;84.2;25.625;21.625;56.145;1010.390;9.0;66673
$;00:07:17;06:51:38;16.09.2020;Y;09;51 45.95307 N;014 19.37860 E;0.196;0.3;;85.0;25.750;21.750;56.213;1010.510;9.0;66673
$;00:07:19;06:51:40;16.09.2020;Y;09;51 45.95292 N;014 19.37843 E;0.148;0.2;;86.1;25.875;21.750;56.351;1010.299;9.0;66673
$;00:07:21;06:51:42;16.09.2020;Y;09;51 45.95290 N;014 19.37847 E;0.105;0.1;;86.1;25.875;21.875;56.427;1010.429;9.0;66673
$;00:07:23;06:51:44;16.09.2020;Y;10;51 45.95296 N;014 19.37857 E;0.133;0.2;;85.0;25.875;21.875;56.541;1010.289;9.0;66673
$;00:07:25;06:51:46;16.09.2020;Y;10;51 45.95328 N;014 19.37887 E;0.583;1.0;;83.2;26.0;21.750;56.732;1010.359;9.0;66673
$;00:07:27;06:51:48;16.09.2020;Y;09;51 45.95324 N;014 19.37912 E;0.260;0.4;;82.6;25.875;21.750;56.313;1010.489;9.0;66673
$;00:07:29;06:51:50;16.09.2020;Y;09;51 45.95383 N;014 19.37935 E;0.153;0.2;;79.9;26.0;21.875;56.313;1010.400;9.0;66673
$;00:07:31;06:51:52;16.09.2020;Y;09;51 45.95422 N;014 19.37946 E;0.244;0.4;;77.7;26.0;21.875;56.282;1010.270;9.0;66673
$;00:07:33;06:51:54;16.09.2020;Y;10;51 45.95434 N;014 19.37935 E;0.076;0.1;;76.7;26.0;21.875;56.358;1010.340;9.0;66673
$;00:07:35;06:51:56;16.09.2020;Y;10;51 45.95453 N;014 19.37982 E;0.089;0.1;;75.9;25.875;21.750;56.442;1010.400;9.0;66673
$;00:07:37;06:51:58;16.09.2020;Y;09;51 45.95455 N;014 19.37989 E;0.207;0.3;;75.4;26.0;21.625;56.412;1010.429;9.0;66673
$;00:07:39;06:52:00;16.09.2020;Y;10;51 45.95443 N;014 19.37993 E;0.072;0.1;;74.9;26.125;21.875;56.374;1010.419;9.0;66673
$;00:07:41;06:52:02;16.09.2020;Y;10;51 45.95443 N;014 19.37978 E;0.175;0.3;;74.7;26.125;21.625;56.374;1010.369;9.0;66673
$;00:07:43;06:52:04;16.09.2020;Y;10;51 45.95440 N;014 19.37976 E;0.019;0.0;;74.5;26.0;21.750;56.290;1010.320;9.0;66673
$;00:07:45;06:52:06;16.09.2020;Y;10;51 45.95443 N;014 19.37978 E;0.062;0.1;;74.5;25.875;21.875;56.221;1010.390;9.0;66673
$;00:07:47;06:52:08;16.09.2020;Y;10;51 45.95442 N;014 19.37974 E;0.099;0.1;;74.2;25.875;21.875;56.191;1010.409;9.0;66673
$;00:07:49;06:52:10;16.09.2020;Y;09;51 45.95442 N;014 19.37975 E;0.041;0.0;;74.2;26.0;21.875;56.160;1010.320;9.0;66673
$;00:07:51;06:52:12;16.09.2020;Y;09;51 45.95441 N;014 19.37981 E;0.112;0.2;;73.9;26.0;21.875;56.152;1010.400;9.0;66673
$;00:07:53;06:52:14;16.09.2020;Y;10;51 45.95449 N;014 19.37972 E;0.106;0.1;;73.2;26.0;21.750;56.137;1010.409;8.9;66673
$;00:07:55;06:52:16;16.09.2020;Y;10;51 45.95458 N;014 19.37965 E;0.025;0.0;;72.9;26.125;21.625;56.84;1010.469;9.0;66673
$;00:07:57;06:52:18;16.09.2020;Y;10;51 45.95469 N;014 19.37963 E;0.332;0.6;;73.0;26.0;21.625;56.46;1010.369;9.0;66673
$;00:07:59;06:52:20;16.09.2020;Y;10;51 45.95480 N;014 19.37965 E;0.360;0.6;;73.6;26.125;21.875;56.0;1010.320;9.0;66673
$;00:08:01;06:52:22;16.09.2020;Y;10;51 45.95489 N;014 19.37967 E;0.066;0.1;;74.9;26.0;21.875;55.992;1010.309;9.0;66673
$;00:08:03;06:52:24;16.09.2020;Y;09;51 45.95478 N;014 19.37974 E;0.172;0.3;;74.9;26.0;21.875;56.23;1010.380;9.0;66673
$;00:08:05;06:52:26;16.09.2020;Y;09;51 45.95475 N;014 19.37986 E;0.172;0.3;;74.7;26.125;21.875;56.30;1010.320;9.0;66673
$;00:08:07;06:52:28;16.09.2020;Y;09;51 45.95471 N;014 19.37976 E;0.055;0.1;;74.6;26.0;21.750;56.30;1010.460;9.0;66673
$;00:08:09;06:52:30;16.09.2020;Y;09;51 45.95472 N;014 19.37976 E;0.148;0.2;;74.4;26.0;21.625;56.84;1010.280;8.9;66673
$;00:08:11;06:52:32;16.09.2020;Y;09;51 45.95481 N;014 19.37962 E;0.344;0.6;;74.7;26.250;21.750;56.114;1010.469;8.9;66673
$;00:08:13;06:52:34;16.09.2020;Y;09;51 45.95485 N;014 19.37961 E;0.258;0.4;;74.7;26.125;21.875;56.206;1010.309;8.9;66673
$;00:08:15;06:52:36;16.09.2020;Y;09;51 45.95473 N;014 19.37968 E;0.398;0.7;;74.2;26.250;21.625;56.282;1010.309;8.9;66673
$;00:08:17;06:52:38;16.09.2020;Y;09;51 45.95452 N;014 19.37982 E;0.059;0.1;;73.5;26.125;21.750;56.305;1010.369;8.9;66673
$;00:08:19;06:52:40;16.09.2020;Y;09;51 45.95437 N;014 19.37994 E;0.032;0.0;;72.1;26.125;21.750;56.221;1010.400;8.9;66673
$;00:08:21;06:52:42;16.09.2020;Y;09;51 45.95449 N;014 19.37967 E;0.120;0.2;;72.1;26.125;21.750;56.198;1010.390;8.9;66673
$;00:08:23;06:52:44;16.09.2020;Y;09;51 45.95455 N;014 19.37968 E;0.182;0.3;;72.1;26.125;21.875;56.145;1010.280;8.9;66673
$;00:08:25;06:52:46;16.09.2020;Y;10;51 45.95437 N;014 19.37974 E;0.102;0.1;;71.4;26.250;21.875;56.129;1010.380;8.9;66673
$;00:08:27;06:52:48;16.09.2020;Y;10;51 45.95443 N;014 19.37977 E;0.132;0.2;;71.1;26.250;21.625;56.160;1010.280;8.9;66673
$;00:08:29;06:52:50;16.09.2020;Y;10;51 45.95445 N;014 19.37984 E;0.113;0.2;;71.2;26.250;21.750;56.129;1010.369;8.9;66673
$;00:08:31;06:52:52;16.09.2020;Y;10;51 45.95457 N;014 19.37982 E;0.081;0.1;;71.0;26.250;21.875;56.129;1010.280;8.9;66673
$;00:08:33;06:52:54;16.09.2020;Y;10;51 45.95474 N;014 19.37969 E;0.026;0.0;;71.0;26.250;21.875;56.152;1010.450;8.9;66673
$;00:08:35;06:52:56;16.09.2020;Y;10;51 45.95490 N;014 19.37970 E;0.121;0.2;;71.1;26.250;21.875;56.145;1010.299;8.9;66673
$;00:08:37;06:52:58;16.09.2020;Y;10;51 45.95511 N;014 19.37964 E;0.131;0.2;;71.5;26.125;21.875;56.191;1010.239;8.9;66673
$;00:08:39;06:53:00;16.09.2020;Y;10;51 45.95519 N;014 19.37962 E;0.127;0.2;;71.7;26.250;22.0;56.252;1010.309;8.9;66673
$;00:08:41;06:53:02;16.09.2020;Y;09;51 45.95527 N;014 19.37947 E;0.117;0.2;;71.4;26.250;21.750;56.374;1010.380;8.9;66673
$;00:08:43;06:53:04;16.09.2020;Y;10;51 45.95523 N;014 19.37948 E;0.437;0.8;;71.4;26.125;21.875;56.229;1010.400;8.9;66673
$;00:08:45;06:53:06;16.09.2020;Y;10;51 45.95538 N;014 19.37950 E;0.215;0.3;;72.0;26.250;21.750;56.91;1010.299;8.9;66673
$;00:08:47;06:53:08;16.09.2020;Y;10;51 45.95517 N;014 19.37943 E;0.171;0.3;;71.9;26.125;22.0;56.53;1010.419;8.9;66673
$;00:08:49;06:53:10;16.09.2020;Y;09;51 45.95522 N;014 19.37967 E;0.191;0.3;;71.3;26.125;21.750;56.91;1010.320;8.9;66673
$;00:08:51;06:53:12;16.09.2020;Y;08;51 45.95522 N;014 19.37966 E;0.123;0.2;;71.5;26.250;21.875;56.99;1010.419;8.9;66673
$;00:08:53;06:53:14;16.09.2020;Y;09;51 45.95533 N;014 19.37994 E;0.163;0.3;;71.4;26.250;21.875;56.91;1010.309;8.9;66673
$;00:08:55;06:53:16;16.09.2020;Y;09;51 45.95542 N;014 19.38012 E;0.073;0.1;;70.8;26.250;21.750;56.7;1010.210;8.9;66673
$;00:08:57;06:53:18;16.09.2020;Y;10;51 45.95558 N;014 19.38017 E;0.194;0.3;;70.5;26.375;22.0;56.84;1010.400;8.9;66673
$;00:08:59;06:53:20;16.09.2020;Y;09;51 45.95541 N;014 19.38024 E;0.315;0.5;;71.1;26.250;21.750;56.419;1010.390;8.9;66673
$;00:09:01;06:53:22;16.09.2020;Y;10;51 45.95550 N;014 19.38017 E;0.924;1.7;;72.5;26.250;21.875;57.243;1010.229;8.9;66673
$;00:09:03;06:53:24;16.09.2020;Y;09;51 45.95530 N;014 19.38014 E;0.257;0.4;;72.7;26.500;21.875;57.785;1010.200;8.9;66673
$;00:09:05;06:53:26;16.09.2020;Y;09;51 45.95520 N;014 19.38009 E;0.408;0.7;;72.3;26.250;22.0;57.816;1010.349;8.9;66673
$;00:09:07;06:53:28;16.09.2020;Y;09;51 45.95492 N;014 19.37965 E;0.873;1.6;;74.6;26.500;22.125;57.411;1010.380;8.9;66673
$;00:09:09;06:53:30;16.09.2020;Y;09;51 45.95488 N;014 19.37940 E;0.180;0.3;;75.2;26.375;21.875;57.106;1010.179;8.9;66673
$;00:09:11;06:53:32;16.09.2020;Y;09;51 45.95486 N;014 19.37946 E;0.211;0.3;;75.8;26.375;21.875;56.679;1010.359;8.9;66673
$;00:09:13;06:53:34;16.09.2020;Y;10;51 45.95475 N;014 19.37907 E;0.311;0.5;;75.9;26.375;21.875;56.450;1010.440;8.9;66673
$;00:09:15;06:53:36;16.09.2020;Y;10;51 45.95483 N;014 19.37920 E;0.150;0.2;;75.8;26.250;22.0;56.412;1010.289;8.9;66673
$;00:09:17;06:53:38;16.09.2020;Y;09;51 45.95654 N;014 19.37914 E;0.059;0.1;;77.0;26.250;22.125;56.274;1010.320;8.9;66673
$;00:09:19;06:53:40;16.09.2020;Y;09;51 45.95663 N;014 19.37908 E;0.072;0.1;;77.2;26.500;22.0;55.931;1010.330;8.9;66673
$;00:09:21;06:53:42;16.09.2020;Y;09;51 45.95669 N;014 19.37923 E;0.760;1.4;;78.3;26.250;22.125;55.901;1010.419;8.9;66673
$;00:09:23;06:53:44;16.09.2020;Y;09;51 45.95667 N;014 19.37925 E;0.187;0.3;;77.8;26.500;22.125;55.824;1010.530;8.9;66673
$;00:09:25;06:53:46;16.09.2020;Y;09;51 45.95631 N;014 19.37910 E;0.537;0.9;;78.6;26.375;22.125;55.717;1010.359;8.9;66673
$;00:09:27;06:53:48;16.09.2020;Y;09;51 45.95631 N;014 19.37905 E;0.090;0.1;;77.6;26.250;22.0;55.573;1010.289;8.9;66673
$;00:09:29;06:53:50;16.09.2020;Y;09;51 45.95624 N;014 19.37897 E;0.285;0.5;;77.7;26.375;22.0;55.450;1010.299;8.9;66673
$;00:09:31;06:53:52;16.09.2020;Y;09;51 45.95623 N;014 19.37909 E;0.229;0.4;;78.0;26.500;21.875;55.351;1010.559;8.9;66673
$;00:09:33;06:53:54;16.09.2020;Y;10;51 45.95618 N;014 19.37911 E;0.204;0.3;;77.5;26.375;22.250;55.313;1010.349;8.9;66673
$;00:09:35;06:53:56;16.09.2020;Y;10;51 45.95600 N;014 19.37915 E;0.070;0.1;;75.8;26.375;22.0;55.267;1010.340;8.9;66673
$;00:09:37;06:53:58;16.09.2020;Y;10;51 45.95609 N;014 19.37911 E;0.244;0.4;;76.1;26.625;22.125;55.122;1010.340;8.9;66673
$;00:09:39;06:54:00;16.09.2020;Y;09;51 45.95605 N;014 19.37917 E;0.264;0.4;;75.8;26.500;22.0;55.31;1010.460;8.9;66673
$;00:09:41;06:54:02;16.09.2020;Y;09;51 45.95604 N;014 19.37919 E;0.306;0.5;;76.0;26.500;22.0;54.947;1010.359;8.9;66673
$;00:09:43;06:54:04;16.09.2020;Y;09;51 45.95589 N;014 19.37913 E;0.366;0.6;;77.6;26.375;22.0;54.932;1010.400;8.9;66673
$;00:09:45;06:54:06;16.09.2020;Y;09;51 45.95586 N;014 19.37930 E;0.086;0.1;;78.0;26.500;22.0;54.909;1010.270;8.9;66673
$;00:09:47;06:54:08;16.09.2020;Y;09;51 45.95573 N;014 19.37937 E;0.167;0.3;;79.5;26.375;22.0;54.916;1010.330;8.9;66673
$;00:09:49;06:54:10;16.09.2020;Y;09;51 45.95553 N;014 19.37929 E;0.099;0.1;;80.5;26.625;22.0;55.0;1010.409;8.9;66673
$;00:09:51;06:54:12;16.09.2020;Y;10;51 45.95540 N;014 19.37957 E;0.273;0.5;;80.6;26.625;22.125;54.932;1010.419;8.9;66673
$;00:09:53;06:54:14;16.09.2020;Y;10;51 45.95537 N;014 19.37971 E;0.197;0.3;;80.8;26.500;22.250;54.825;1010.380;8.9;66673
$;00:09:55;06:54:16;16.09.2020;Y;10;51 45.95531 N;014 19.37995 E;0.376;0.6;;80.4;26.500;22.250;54.848;1010.460;8.9;66673
$;00:09:57;06:54:18;16.09.2020;Y;10;51 45.95532 N;014 19.38002 E;0.178;0.3;;80.0;26.500;22.0;54.840;1010.320;8.9;66673
$;00:09:59;06:54:20;16.09.2020;Y;09;51 45.95521 N;014 19.38004 E;0.082;0.1;;79.8;26.500;21.875;54.871;1010.289;8.9;66673
$;00:10:01;06:54:22;16.09.2020;Y;09;51 45.95515 N;014 19.38004 E;0.144;0.2;;80.0;26.750;22.0;54.901;1010.409;8.9;66673
$;00:10:03;06:54:24;16.09.2020;Y;09;51 45.95495 N;014 19.38016 E;0.201;0.3;;80.5;26.500;22.0;55.168;1010.469;8.9;66673
$;00:10:05;06:54:26;16.09.2020;Y;09;51 45.95484 N;014 19.38033 E;0.206;0.3;;81.0;26.625;22.375;55.176;1010.450;8.9;66673
$;00:10:07;06:54:28;16.09.2020;Y;09;51 45.95486 N;014 19.38039 E;0.409;0.7;;81.3;26.500;22.0;55.84;1010.369;8.9;66673
$;00:10:09;06:54:30;16.09.2020;Y;10;51 45.95501 N;014 19.38067 E;0.052;0.0;;81.0;26.625;22.125;55.16;1010.419;8.9;66673
$;00:10:11;06:54:32;16.09.2020;Y;10;51 45.95495 N;014 19.38069 E;0.031;0.0;;80.5;26.625;22.0;55.16;1010.359;8.9;66673
$;00:10:13;06:54:34;16.09.2020;Y;10;51 45.95503 N;014 19.38067 E;0.262;0.4;;80.3;26.500;22.0;55.16;1010.429;8.9;66673
$;00:10:15;06:54:36;16.09.2020;Y;10;51 45.95505 N;014 19.38055 E;0.248;0.4;;80.1;26.500;22.125;55.16;1010.400;8.9;66673
$;00:10:17;06:54:38;16.09.2020;Y;10;51 45.95506 N;014 19.38035 E;0.316;0.5;;80.3;26.625;22.0;55.23;1010.330;8.9;66673
$;00:10:19;06:54:40;16.09.2020;Y;10;51 45.95514 N;014 19.38007 E;0.361;0.6;;80.7;26.625;22.125;55.138;1010.419;8.9;66673
$;00:10:21;06:54:42;16.09.2020;Y;10;51 45.95496 N;014 19.37973 E;0.494;0.9;;80.7;26.625;22.125;55.54;1010.530;8.9;66673
$;00:10:23;06:54:44;16.09.2020;Y;09;51 45.95489 N;014 19.37976 E;0.738;1.3;;82.1;26.500;22.0;54.947;1010.409;8.9;66673
$;00:10:25;06:54:46;16.09.2020;Y;09;51 45.95489 N;014 19.37968 E;0.208;0.3;;82.1;26.625;22.0;54.894;1010.580;8.9;66673
$;00:10:27;06:54:48;16.09.2020;Y;09;51 45.95465 N;014 19.37940 E;0.199;0.3;;81.5;26.625;22.250;54.909;1010.330;8.9;66673
$;00:10:29;06:54:50;16.09.2020;Y;09;51 45.95465 N;014 19.37957 E;0.491;0.9;;81.2;26.625;22.0;54.932;1010.390;8.9;66673
$;00:10:31;06:54:52;16.09.2020;Y;10;51 45.95491 N;014 19.37972 E;0.216;0.4;;80.7;26.750;21.875;54.970;1010.200;8.9;66673
$;00:10:33;06:54:54;16.09.2020;Y;09;51 45.95479 N;014 19.37967 E;0.655;1.2;;80.1;26.625;22.0;54.855;1010.270;8.9;66673
$;00:10:35;06:54:56;16.09.2020;Y;10;51 45.95472 N;014 19.37990 E;0.300;0.5;;80.5;26.875;22.0;54.825;1010.380;8.9;66673
$;00:10:37;06:54:58;16.09.2020;Y;10;51 45.95490 N;014 19.38000 E;0.641;1.1;;81.9;26.625;22.0;54.840;1010.380;8.9;66673
$;00:10:39;06:55:00;16.09.2020;Y;10;51 45.95486 N;014 19.38007 E;0.117;0.2;;81.0;26.625;22.0;54.977;1010.320;8.9;66673
$;00:10:41;06:55:02;16.09.2020;Y;10;51 45.95503 N;014 19.37997 E;0.226;0.4;;80.8;27.0;22.125;55.130;1010.359;8.9;66673
$;00:10:43;06:55:04;16.09.2020;Y;10;51 45.95488 N;014 19.38020 E;0.250;0.4;;79.4;26.625;22.250;55.46;1010.400;8.9;66673
$;00:10:45;06:55:06;16.09.2020;Y;10;51 45.95500 N;014 19.38027 E;0.346;0.6;;78.6;26.875;22.125;55.54;1010.440;8.9;66673
$;00:10:47;06:55:08;16.09.2020;Y;10;51 45.95506 N;014 19.38035 E;0.278;0.5;;77.9;27.0;22.125;54.993;1010.309;8.9;66673
$;00:10:49;06:55:10;16.09.2020;Y;10;51 45.95509 N;014 19.38027 E;0.333;0.6;;77.7;26.875;22.0;54.977;1010.320;8.9;66673
$;00:10:51;06:55:12;16.09.2020;Y;10;51 45.95497 N;014 19.38042 E;0.574;1.0;;76.8;26.625;22.0;54.962;1010.320;8.9;66673
$;00:10:53;06:55:14;16.09.2020;Y;10;51 45.95508 N;014 19.38067 E;0.635;1.1;;76.5;26.875;22.250;54.932;1010.520;8.9;66673
$;00:10:55;06:55:16;16.09.2020;Y;10;51 45.95516 N;014 19.38053 E;0.298;0.5;;76.0;26.875;22.0;54.916;1010.409;8.9;66673
$;00:10:57;06:55:18;16.09.2020;Y;10;51 45.95525 N;014 19.38070 E;0.701;1.2;;75.6;27.0;22.125;54.863;1010.320;8.9;66673
$;00:10:59;06:55:20;16.09.2020;Y;10;51 45.95512 N;014 19.37974 E;0.623;1.1;;76.1;26.750;22.125;54.939;1010.340;8.9;66673
$;00:11:01;06:55:22;16.09.2020;Y;10;51 45.95502 N;014 19.37951 E;0.148;0.2;;75.3;26.875;22.0;54.947;1010.390;8.9;66673
$;00:11:03;06:55:24;16.09.2020;Y;09;51 45.95521 N;014 19.37951 E;0.798;1.4;;75.8;26.875;22.0;54.932;1010.500;8.9;66673
$;00:11:05;06:55:26;16.09.2020;Y;09;51 45.95515 N;014 19.37934 E;0.226;0.4;;75.5;27.0;22.0;55.8;1010.270;8.9;66673
$;00:11:07;06:55:28;16.09.2020;Y;09;51 45.95503 N;014 19.37935 E;0.188;0.3;;75.2;26.750;22.0;55.16;1010.260;8.9;66673
$;00:11:09;06:55:30;16.09.2020;Y;09;51 45.95525 N;014 19.37938 E;0.070;0.1;;76.4;26.750;22.0;55.38;1010.390;8.9;66673
$;00:11:11;06:55:32;16.09.2020;Y;10;51 45.95538 N;014 19.37921 E;0.057;0.1;;76.8;26.875;21.875;55.38;1010.289;8.9;66673
$;00:11:13;06:55:34;16.09.2020;Y;09;51 45.95530 N;014 19.37934 E;0.199;0.3;;76.6;27.0;22.250;54.947;1010.179;8.9;66673
$;00:11:15;06:55:36;16.09.2020;Y;09;51 45.95529 N;014 19.37961 E;0.214;0.3;;77.4;26.875;22.250;54.909;1010.349;8.9;66673
$;00:11:17;06:55:38;16.09.2020;Y;10;51 45.95512 N;014 19.37950 E;0.255;0.4;;78.2;27.125;22.0;54.947;1010.340;8.9;66673
$;00:11:19;06:55:40;16.09.2020;Y;08;51 45.95492 N;014 19.37932 E;0.495;0.9;;78.3;26.875;22.125;54.916;1010.380;8.9;66673
$;00:11:21;06:55:42;16.09.2020;Y;08;51 45.95485 N;014 19.37946 E;0.276;0.5;;78.3;26.875;22.250;54.955;1010.409;8.9;66673
